#SHEET_NAME,聊斋
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,*map_commonEnd_9,,,,,,,,,,,,,,,,
,UnlockPlotMap,map_commonEnd_9,,,,,,,,,,,,,,,
,SetChapterName,聊斋,,,,,,
,Wait,,,,,,1,
,FadeOut,black,,,,,0,
,Bg,二十四桥记偏,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Ambience,室外主风,,2
,,,,,,,,,,默认1,,,,雨后，二十四桥静卧河水之上，两岸垂柳蘸水低垂。,雨後，二十四橋靜臥河水之上，兩岸垂柳蘸水低垂。,"After the rain, the Twenty-Four Bridges rested quietly over the river, with weeping willows on both banks dipping their branches toward the water.",雨上がりの川面には、二十四橋が静かに横たわり、両岸の柳が水面に浸るように低く垂れ下がっている。,"После дождя двадцать четыре моста тихо лежали над рекой, а ивы на обоих берегах склонялись к воде."
,,,,,,,,,,默认2,,,,柳丝将坠未坠，时而被风掠起，时而跌进河面，揉碎河中的倒影。,柳絲將墜未墜，時而被風掠起，時而跌進河面，揉碎河中的倒影。,"The willow strands seemed about to fall but never did, now swept up by the wind, now dropping onto the river’s surface, rippling the reflections within.",柳の枝は今にも落ちそうになりながら、時折風に揺られ、時には川面に落ち、水面に映る影を揺らめかせる。,"Ивовые ветви, словно готовые упасть, то поднимались под порывами ветра, то опускались на поверхность реки, размывая отражение в воде."
,,,,,,,,,,默认3,,,,在旁人眼中，此时河中的倒影大概仅有我一人。,在旁人眼中，此時河中的倒影大概僅有我一人。,"To others, the reflection in the water likely showed only me.",他人の目には、この時、川面に映る影は私一人しか見えないだろう。,"В глазах посторонних в это время в реке, наверное, был только я."
,,,,,,,,,,默认4,,,,但是，在我的眼中，始终有一抹紫白色的身影立于对面。,但是，在我的眼中，始終有一抹紫白色的身影立於對面。,"But in my eyes, there was always a purple-and-white figure standing opposite me.",しかし、私の目には、対岸に紫がかった白い人影がずっと立っている。,Но в моих глазах на противоположном берегу всегда стояла фигура в пурпурно-белом.
,,苏怜烟,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认5,,,,她的青丝如柳，随风起伏。,她的青絲如柳，隨風起伏。,Her dark hair swayed like willows in the wind.,彼女の黒髪は柳のようで、風に揺れている。,"Ее черные волосы, как ивы, колышутся на ветру."
,,,,,,,,,,默认6,,,,她的明眸如月，穿桥望来。,她的明眸如月，穿橋望來。,"Her bright eyes shone like the moon, gazing at me through the bridge.",彼女の澄んだ瞳は月のように、橋の向こうからこちらを見つめている。,"Ее ясные глаза, как луна, смотрят через мост."
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认8,,,,一切本该尘埃落定。,一切本該塵埃落定。,Everything should have come to an end.,すべてはとっくに決着がついているはずだった。,Все должно было улечься.
,,,,,,,,,,默认9,,,,往后本该一人独行。,往後本該一人獨行。,"From now on, I should have walked alone.",これからは一人で歩むはずだった。,Впредь я должен был идти в одиночестве.
,,,,,,,,,,默认10,,,,可是……,可是……,Yet…,しかし……,Но…
,,,,,,,,,,默认11,,,,好不容易与她重逢。,好不容易與她重逢。,"Now that I have finally reunited with her,",せっかく彼女と再会できたのだ。,С таким трудом мы снова встретились.
,,,,,,,,,,默认12,,,,何必清醒负此深情？,何必清醒負此深情？,why let clarity betray such deep affection?,なぜ、この深い想いを捨てて、冷静にならなければならないのか？,Зачем же отказываться от этой глубокой любви?
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,Se,短风,,1.9,,,,,,,,,,,,,,
,,,,,,,,,,默认14,,,,——呼,——呼,—Whoosh,――はあ,— Вздох
,,,,,,,,,,默认15,,,,一阵微风掠过。,一陣微風掠過。,—A gust of wind swept by.,そよ風が吹き抜けた。,Пронесся легкий ветерок.
,,,,,,,,,,默认16,,,,我向前踏出几步——,我向前踏出幾步——,I took a few steps forward—,私は数歩前に踏み出した――,Я сделал несколько шагов вперед —
,FadeOut,black,,,,,1,,,,,,,,,,,
,Se,风声,,1.5,,,,,,,,,,,,,,
,,,,,,,,,,默认17,,,,——呼,——呼,—Whoosh,――ふっ,— Хм
,BgEvent,最后的拥抱1,,,,,,,,,,,,
,FadeIn,black,,,,,2,,,,,,,,,,,
,Bgm,与雁同行,,,,0.2,3,,,,,,,,,,,
,Se,踏步,,2,,,,,,,,,,
,,,,,,,,,,默认18,,,,我不顾一切的向她跑来，裹着一阵携雨的风，将她拥入我的怀中——,我不顧一切的向她跑來，裹著一陣攜雨的風，將她擁入我的懷中——,"I ran towards her at all costs, wrapped in a gust of rain carrying wind, and embraced her into my arms——",私は彼女に向かって必死に走ってきて、雨を携えた風に包まれて、彼女を私の懐に押し込んだ。
,,,,,,,,,,默认19,,,,几年前，是她不舍与我分别，蓦然回首。,幾年前，是她不捨與我分別，驀然回首，擁入了我的懷中。,"Years ago, she was the one who couldn’t bear to part, turning back suddenly to embrace me.",数年前は、彼女が私との別れを惜しみ、振り返って私を抱きしめた。,"Несколько лет назад она, не в силах расстаться со мной, резко обернулась и прильнула к моей груди.","Несколько лет назад она, не в силах расстаться со мной, резко обернулась и прильнула к моей груди.",
,,方知宥,,,,,,,,默认244,,方知宥/35-2-1_方知宥_21,,[十年前我不就跟你说过？我的妻子便是鬼魂，她因故身亡后并未投胎，而是一直陪伴在我身旁。］,[十年前我不就跟你說過？我的妻子便是鬼魂，她因故身亡後並未投胎，而是一直陪伴在我身旁。］,"""Didn’t I tell you a decade ago? My wife is a ghost. After her death, she never moved on, she’s lingered by my side ever since.""",「十年前に話したことがあるだろう？私の妻は幽霊だ。死んだ後も輪廻に還らず、ずっと私の傍に居続けてくれているのさ」,"""Я разве тебе ещё десять лет назад не говорил? У меня жена - призрак. Скончавшись при некоторых обстоятельствах, она так и не переродилась в другом теле - и теперь всё время следует за мной.""",,
,,,,,,,,,,默认245,,,,我微笑着对他说道。,我微笑著對他說道。,I smiled and spoke to him.,微笑んで彼にそう言う。,С улыбкой сказал я ему.,,
,,柳泉居士,,,,,,,,默认246,,柳泉居士/35-2-1_柳泉居士_05,,[这……哈哈，方兄，您还是如此风趣！］,[這……哈哈，方兄，您還是如此風趣！］,"""This... haha, Elder Fang, you haven’t lost your wit!""",「は……ははは、方兄さんは相変わらず冗談が上手いな」,"""Э-э... Ха-ха, братец Фан, Вы всё так же остроумны, как и прежде!""",,
,,,,,,,,,,默认247,,,,他尴尬地摸了摸鼻子，笑着摇头，显然仍是不信，只当是老友的戏言。,他尷尬地摸了摸鼻子，笑著搖頭，顯然仍是不信，只當是老友的戲言。,"He rubbed his nose awkwardly, shaking his head with a smile, still unconvinced, dismissing it as an old friend’s teasing.",少し気まずそうに鼻を擦ると、彼は笑いながら首を振った。長い付き合いの戯言だと信じていないのが透けて見えた。,"Он неловко почесал нос и с улыбкой покачал головой. Он явно всё так и не верил в мой рассказ, считая его лишь хохмой своего старого приятеля.",,
,,方知宥,,,,,,,,默认248,,方知宥/35-2-1_方知宥_22,,[呵呵……],[呵呵……],"""Heh...""",「はっはっは……」,"""Хе-хе...""",,
,,,,,,,,,,默认249,,,,我淡笑了一声，不再辩驳，只是独自喝了一口茶。,我淡笑了一聲，不再辯駁，只是獨自喝了一口茶。,"I gave a faint laugh and didn’t press further, just sipping my tea alone.",私はからからと笑うと、それ以上言い返すことなく、一口茶を啜った。,"Издав лёгкий смешок, я не стал ему возражать, а просто отхлебнул чая.",,
,,,,,,,,,,默认250,,,,旁人信与不信，于我而言早已无所谓，何必在意？,旁人信與不信，於我而言早已無所謂，何必在意？,Whether others believe me or not stopped mattering long ago. Why care?,他の者が信じようが信じまいが、私にとってはどうでもいいことだ。何を気にする必要がある。,"Верят ли мне окружающие или нет - для меня уже давно не имеет значения, к чему беспокоиться по этому поводу?",,
,,苏连雁,,,,,,,,默认251,,苏连雁/35-2-1_苏连雁_11,,[知宥，问问他，这书定了何名？］,[知宥，問問他，這書定了何名？］,"""Zhiyou, ask him what he’s titled the book?""",「知宥、本の題が何なのか聞いてみて」,"""Чжию, спроси у него, как он собирается назвать свою книгу.""",,
,,,,,,,,,,默认252,,,,这时，耳畔突然传来了她的轻灵低语。,這時，耳畔突然傳來了她的輕靈低語。,Then her soft whisper suddenly brushed my ear.,その時、彼女の囁くような声が聞こえた。,В этот момент у меня над ухом внезапно раздался её лёгкий шёпот.,,
,,方知宥,,,,,,,,默认253,,方知宥/35-2-1_方知宥_23,,[你这本书，最后定了何名？］,[你這本書，最後定了何名？］,"""What did you end up naming this book?""",「その本は、どういう題にしたんだい」,"""А какое имя ты выбрал для своей книги?""",,
,,,,,,,,,,默认254,,,,我转述了她的话。,我轉述了她的話。,I paraphrased her words.,彼女の言うことをそのまま伝えた。,Передал я её вопрос.,,
,,柳泉居士,,,,,,,,默认255,,柳泉居士/35-2-1_柳泉居士_06,,[嗯……此书多成于此间书斋，集四方宾客之谈……我欲以“聊斋”为名，将此书命名为《聊斋志异》，方兄觉得如何？］,[嗯……此書多成於此間書齋，集四方賓客之談……我欲以“聊齋”為名，將此書命名為《聊齋志異》，方兄覺得如何？］,"""Hmm... This book is largely shaped in this study, gathering the discussions of guests from all directions... I wish to name it 'A Leisure Studio' and call it 'Strange Tales from a Leisure Studio'. What do you think, Elder Fang?""",「それなんだが……この本はほとんどがこの書斎で書かれたもので、四方の客人の話をまとめたものだ……だから『<ruby=りょうさい>聊斎</ruby>』の名で、『<ruby=りゅうさいしい>聊斎志異</ruby>』という題にしようと思う。どうだろう？」,"""Хм... Книга составлена преимущественно в этом <ruby=чжай>кабинете</ruby>, куда для <ruby=ляо>бесед</ruby> собираются гости со всего света... Так что я думаю издать её под псевдонимом 'Ляо Чжай', и самой книге дать титул 'Рассказы Ляо Чжая о необычайном'. Каково Ваше мнение, братец Фан?""",,
,,,,,,,,,,默认256,,,,他环顾四周茶舍，继而平静地说道。,他環顧四周茶舍，繼而平靜地說道。,"He surveyed the teahouse, then spoke quietly.",彼が茶室を見渡し、静かにそう言った。,"Оглядывая по сторонам чайную комнату, проговорил он.",,
,,方知宥,,,,,,,,默认257,,方知宥/35-2-1_方知宥_24,,[聊斋志异……聊斋志异……嗯……甚好。],[聊齋志異……聊齋志異……嗯……甚好。],"""Strange Tales from a Leisure Studio... Strange Tales from a Leisure Studio... Hmm... Splendid.""",「聊斎志異……聊斎志異……うん……とてもいいと思う」,"""'Рассказы Ляо Чжая о необычайном'... 'Рассказы Ляо Чжая о необычайном'... Угу... Вполне славно.""",,
,,,,,,,,,,默认258,,,,我反复品味了几遍后，赞同了柳泉居士的想法。,我反覆品味了幾遍後，贊同了柳泉居士的想法。,"After reflecting on it several times, I concurred with Willow Spring Hermit's suggestion.",何度かその響きを確かめ、柳泉居士の考えに賛成した。,"Проговорив несколько раз название, я одобрил идею ""Отшельника Ивового источника"".",,
,,,,,,,,,,默认259,,,,——呼。,——呼。,—Huff.,――ヒュウ,*Фух.*,,
,,,,,,,,,,默认260,,,,一阵风穿堂而过，拂动我花白的须发，携来山间草木的清新气息。,一陣風穿堂而過，拂動我花白的鬚髮，攜來山間草木的清新氣息。,"A gust of wind swept through the hall, stirring my graying beard and hair, carrying the crisp fragrance of mountain greenery.",風が通り過ぎ、白くなった髭を揺らし、山の草木の爽やかな香りを運んできた。,"Тут через помещение повеял ветер, коснувшись моих поседевших волос и бороды, неся с собой свежий аромат горных деревьев и трав.",,
,,,,,,,,,,默认261,,,,我淡然一笑，侧过头去。,我淡然一笑，側過頭去。,I gave a faint smile and turned away.,私は微笑むと、横を向いた。,С лёгкой улыбкой я повернулся.,,
,CharacterOff,,,,,,2,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,聊斋结局,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,CloudWindTop,,Linear,,2,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,Wait,,,,,,3,,,,,,,
,,苏怜烟,<Off>,,,,,,,默认262,,,,[……],[……],"""...""",「……」,"""...""",,
,,,,,,,,,,默认263,,,,苏怜烟，苏连雁，雁儿姐。,蘇憐煙，蘇連雁，雁兒姐。,"Su Lianyan, Su Lean-yan, <ruby=Swan Goose>Sister Yan</ruby>.",蘇憐煙、蘇連雁、雁姉。,"<ruby=苏怜烟>Су Ляньянь</ruby>, <ruby=苏连雁>Су Ляньянь</ruby>, сестричка Лебёдушка.",,
,,,,,,,,,,默认264,,,,她就在那儿，在这“聊斋”之中。,她就在那裡，在這“聊齋”之中。,"She is right there, within this ""a Leisure Studio"".",彼女がここにいる。この「聊斎」に。,"Она здесь, в этом ""кабинете Ляо"", ""Ляо Чжае"".",,
,,,,,,,,,,默认265,,,,她墨发如云，紫衫依旧，手执一柄素面团扇，轻轻摇动。,她墨發如雲，紫衫依舊，手執一柄素麵團扇，輕輕搖動。,"Her jet-black hair flowed like clouds, still wearing that purple gown, gently waving a plain round fan.",雲のように垂れる真っ黒な髪、いつもの紫陽花色の服。手にした素朴な団扇を、軽くそよいだ。,"С чёрными, как тучи, волосами, по-прежнему одетая в фиолетовое платье. В руке она держала простой веер и слегка обмахивалась им.",,
,,,,,,,,,,默认266,,,,眼波流转间，风华绝代，一如当年。,眼波流轉間，風華絕代，一如當年。,"Her sparkling eyes held timeless grace, as radiant as in years past.",流し目をした瞬間、あの時の絶世の美女の姿が再び蘇った。,"С сияющим и живым взором, она была всё так же неотразима, как и в те времена.",,
,,,,,,,,,,默认267,,,,岁月在我脸上刻下深痕，风霜染白了我的鬓发，唯独她，仿佛被时光的温柔所赦免，容颜永驻华年。,歲月在我臉上刻下深痕，風霜染白了我的鬢髮，唯獨她，彷彿被時光的溫柔所赦免，容顏永駐華年。,"Time carved deep furrows in my face and frosted my temples white, yet she alone seems pardoned by time's mercy, her beauty forever preserved in its prime.",歳月が私の顔に深い皺を刻み、髪を白く染めた。しかし彼女だけは、時の優しさによって許されたかのように、永遠の美しさを保っている。,"Время прочертило следы на моём лице, ветер и иней окрасили мои виски в белый цвет - и лишь она, словно ласково избавленная временем от необходимости подчиняться его законам, сохраняла свою юность в первозданном виде.",,
,,,,,,,,,,默认268,,,,一真，一幻。,一真，一幻。,"One real, one illusory.",現実と、幻。,Реальность - и иллюзия.,,
,,,,,,,,,,默认269,,,,一人，一鬼。,一人，一鬼。,"One human, one ghost.",人と、幽霊。,Человек - и призрак.,,
,,,,,,,,,,默认270,,,,我们数十载相依相伴，踏过烽烟，熬过离乱，终在这山僻之处觅得一方宁静。,我們數十載相依相伴，踏過烽煙，熬過離亂，終在這山僻之處覓得一方寧靜。,"For decades we've relied on each other, traversing war's smoke, enduring separation's turmoil, until finally finding this tranquil refuge in the mountain's solitude.",数十年に渡って寄り添い合い、戦火を乗り越え、動乱を耐え抜き、ついには山奥の静かな場所に落ち着いた。,"Мы десятилетиями были вместе, прошли через войны и бедствия, пережили разлуку и смуту, и наконец обрели покой в этом уединённом горном уголке.",,
,,,,,,,,,,默认271,,,,或许这些年来，在旁人眼中，我不过是一个对着虚空絮语的怪诞之人。,或許這些年來，在旁人眼中，我不過是一個對著虛空絮語的怪誕之人。,"Perhaps all these years, to others, I've just been an eccentric muttering to the void.",もしかしたらこの数年、私は他人の目から見て、虚空に向かって独り言をつぶやき続ける変人に見えていたかもしれない。,"Возможно, все эти годы в глазах посторонних я был лишь чудаком, бормочущим что-то в пустоту.",,
,,,,,,,,,,默认272,,,,但于我而言，这满堂的茶香、书韵、穿堂风，皆因有她，才被点缀了色彩。,但於我而言，這滿堂的茶香、書韻、穿堂風，皆因有她，才被點綴了色彩。,"But to me, the tea's aroma, the cadence of books, the draft through the hall—all gained color because of her.",ただし私にとっては、この部屋いっぱいに漂う茶の香りが、本の香りが、吹き抜ける風が、みな彼女がいたからこその彩りなのだ。,"Но для меня и этот аромат чая, наполняющий помещение, и очарование здешних книг, и сквозящий через комнату ветерок - всё это обретает краски лишь благодаря её присутствию.",,
,,,,,,,,,,默认273,,,,皆因有她，无论改朝换代，沧海桑田，我仍能宽心向前。,皆因有她，無論改朝換代，滄海桑田，我仍能寬心向前。,"Because of her, through dynasties rising and falling, through seas turning to fields, I could still walk forward peacefully.",彼女がいるからこそ、王朝が変わろうと、天地がひっくり返ろうと、私は心穏やかに前へと進んでいけるのだ。,"Лишь благодаря её присутствию я, невзирая на смену династий и все житейские треволнения, могу спокойно идти вперед.",,
,,,,,,,,,,默认274,,,,有她。,有她。,She is,彼女がいるからこそ。,Именно благодаря ей...,
,,,,,,,,,,默认275,,,,才是我的人间。,才是我的人間。,what makes my world.,私の世界があるのだ。,...и существует мой мир.,
,,,,,,,,,,默认276,,,,【结局：聊斋】,【結局：聊齋】,(True Ending: Strange Tales - End),（真エンディング：聊斎）,【Истинная концовка: Рассказы Ляо Чжая о необычайном】,
,StopBgm,,,,,,5,,,,,,,,,,,
,AddSteamAchiKey,Achieve_map_commonEnd_9
,UnlockPlotMap,map_other_1
,If,!IsDead
,AddSteamAchiKey,Achieve_NoDead
,EndIf,
,BgEventOff,CG名,,,,,1,,,,,,,,,,,
,ScreenText,1,White,2,1.5,2,216,,,结语5
,Wait,,,,,,0.5
,ScreenText,1,White,1,0.75,1,70,,,结语6
,Wait,,,,,,0.5
,ScreenText,1,White,2,1.5,2,70,,,结语8
,BgEvent,约稿1,,,,,,,,,,,,,,,,
,ShowStaffAnimation
,EndScenario
